,means,variances,residual_variances,highly_variable_rank,highly_variable_nbatches,highly_variable_intersection,highly_variable
LINC01784,0.0,0.0,0.0,,0,False,False
PRAMEF11,1.5898693524859593e-05,1.5898448655296396e-05,0.07803177053389335,8404.0,13,False,False
HNRNPCL1,5.962010071822348e-06,5.961977488372404e-06,0.03333539399974443,12420.5,6,False,False
PRAMEF2,9.936683453037246e-07,9.936678516150893e-07,0.003069813626181547,,0,False,False
PRAMEF4,2.981005035911174e-06,2.9809976305816414e-06,0.010465336327620112,17097.5,2,False,False
PRAMEF10,4.471507553866761e-06,4.471489781075883e-06,0.01938971411334844,5804.0,2,False,False
PRAMEF7,0.0,0.0,0.0,,0,False,False
PRAMEF6,4.471507553866761e-06,4.471489781075883e-06,0.01540487016098087,17086.0,3,False,False
PRAMEF27,9.936683453037246e-07,9.936678516150893e-07,0.005337616158591897,19842.0,1,False,False
HNRNPCL3,0.0,0.0,0.0,,0,False,False
PRAMEF25,3.4778392085630363e-06,3.477828841101691e-06,0.02105943494205118,15964.0,3,False,False
HNRNPCL2,1.987336690607449e-06,1.9873337284756365e-06,0.008212570255438423,19351.0,1,False,False
AC245056.1,0.0,0.0,0.0,,0,False,False
PRAMEF26,2.981005035911174e-06,2.9809976305816414e-06,0.017233150939664387,13844.5,4,False,False
HNRNPCL4,0.0,0.0,0.0,,0,False,False
PRAMEF9,0.0,0.0,0.0,,0,False,False
PRAMEF13,9.936683453037246e-07,9.936678516150893e-07,0.005350459101512221,17477.0,1,False,False
PRAMEF18,1.3414522661600283e-05,1.341434937688923e-05,0.061420510634739627,13666.0,8,False,False
PRAMEF5,2.4841708632593117e-06,2.484165926372957e-06,0.007257560372211829,,0,False,False
PRAMEF8,1.490502517955587e-06,1.4905010368896805e-06,0.006735711688352085,9114.0,1,False,False
PRAMEF33,1.987336690607449e-06,1.9873337284756365e-06,0.006782391758924498,18430.0,1,False,False
PRAMEF15,6.9556784171260725e-06,6.95563349146024e-06,0.024116194784569597,16246.0,3,False,False
AC243961.1,4.968341726518623e-07,4.968341726518624e-07,0.0011976245214129566,,0,False,False
PRAMEF14,7.452512589777935e-06,7.452460752471208e-06,0.035395186606907034,9247.0,6,False,False
PRAMEF19,3.4778392085630363e-06,3.477828841101691e-06,0.014138641909883095,18078.0,2,False,False
PRAMEF17,4.471507553866761e-06,4.471489781075883e-06,0.022521694528034732,9365.0,2,False,False
PRAMEF20,0.00018134447301792976,0.00018528635263784368,0.40176818556674704,14141.0,52,False,False
LRRC38,0.007781416812073468,0.012928688585623885,1.0362274690725457,13493.0,161,False,False
AL354712.1,0.00039100849387701565,0.0004186785279170389,0.423241941191447,14137.0,31,False,False
PDPN,0.02234859475422607,0.031196588690558903,1.4192334502636905,10545.0,298,False,True
AL359771.1,0.0001107940205013653,0.00011276913790455489,0.3077760743646367,13778.5,36,False,False
PRDM2,0.8884319118576431,3.1112807215050284,1.2141590671687077,14351.0,345,False,True
KAZN,8.282180943031006,363.1200064168716,7.30709097941194,248.5,346,True,True
AL357873.1,0.17458603776734646,0.46272076966044295,0.7871387328596245,15939.0,64,False,False
KAZN-AS1,0.13409355586204705,0.3190594555039223,0.7306412169787884,15274.0,46,False,False
AL031293.1,0.014346086735322524,0.016267728540364658,0.7434529274094455,16785.0,41,False,False
TMEM51-AS1,0.016098917696438297,0.019853178855856125,1.4363867428039965,10142.5,318,False,True
TMEM51,0.034643750024841706,0.0527356577340355,2.3478201379394403,3162.5,346,True,True
C1orf195,0.0017443847801806886,0.0018387223132993347,1.5066005037879138,7676.0,265,False,True
FHAD1,0.0337211289662272,0.05364682899642691,1.0828623473648022,14648.0,201,False,True
AL031283.2,0.002718179758578339,0.0030237982884752023,0.914032435853852,10093.0,119,False,False
AL031283.3,1.8382864388118907e-05,1.8382535591487665e-05,0.058707942235098474,9849.5,6,False,False
AL031283.1,0.0023028263902413817,0.0024545241989074283,0.7017535531816831,10515.0,57,False,False
EFHD2,0.06853827411732441,0.10185858059637007,1.568425811771859,8304.0,285,False,True
CTRC,0.0009295767370316344,0.0009565358130298258,0.8176404295549441,9909.5,100,False,False
CELA2A,0.002155266640963779,0.0023135842247679,0.7105528707269576,12226.5,68,False,False
CELA2B,0.013591892461236998,0.01575718638591285,0.7727314304339692,15878.0,59,False,False
CASP9,0.07196245523524104,0.09062002156210064,1.129636954841087,16217.0,310,False,True
DNAJC16,0.22349290322067783,0.3605414567948033,1.1697790774701626,15050.5,336,False,True
AL121992.3,0.0003944863330855787,0.00040128659140860784,0.7409133249931366,12235.0,116,False,False
AGMAT,0.010651627827483277,0.02203293701730678,1.2221254998020492,12808.0,241,False,True
AL121992.1,0.010401223404466737,0.01190179292041784,0.8109358338348003,16132.0,74,False,False
DDI2,0.22754707006951705,0.3500172685697356,1.2600934367127328,12703.0,343,False,True
RSC1A1,0.0,0.0,0.0,,0,False,False
AL121992.2,0.00011973703560909882,0.00012071642697275145,0.2852699271633098,14655.0,28,False,False
PLEKHM2,0.16179404832407898,0.23722440876056558,1.2169833655182902,14278.5,344,False,True
AL450998.3,0.004680177906380543,0.004869927618240801,0.893116415778106,15534.0,116,False,False
SLC25A34,0.015504704025946668,0.01686610993129485,0.9367414879689676,16847.0,137,False,False
SLC25A34-AS1,0.0002866733176201246,0.0002905659537734005,0.5804500483089703,10307.0,80,False,False
TMEM82,0.0001897906539530114,0.00019571674077127247,0.49195279458046526,11416.5,64,False,False
FBLIM1,0.01240247145190844,0.015043846683424676,1.1526579987283947,13909.0,219,False,True
UQCRHL,0.005787124443048892,0.006032857436090272,1.610296199865974,6901.0,313,False,True
AL450998.2,0.055262865024066646,0.13286202536683994,1.328704595204327,11638.0,335,False,True
SPEN,0.4693244645121287,0.8050655404514997,1.541256539161916,8167.5,346,True,True
ZBTB17,0.06693051873462298,0.07780999466860751,1.4185959390063325,9940.0,343,False,True
SRARP,0.00423898916106569,0.009219176489238418,3.0220230969758233,1672.5,314,False,True
AL355994.3,1.3911356834252145e-05,1.4904839058940291e-05,0.0752467226322331,14192.5,16,False,False
HSPB7,0.000985222164368643,0.0013429664415417096,1.2169540976654782,7374.0,185,False,True
CLCNKA,0.0003219485438784068,0.0003297944036290604,0.7667421864261595,9036.5,118,False,False
CLCNKB,0.00018382864388118906,0.0001887632864214472,0.4921214977208156,12153.0,65,False,False
FAM131C,0.01014038546382451,0.011229965640261559,1.2041605732499796,11581.0,227,False,True
EPHA2,0.0018601471424085725,0.002032567301984942,2.1140530928201864,3846.0,311,False,True
AL451042.2,5.067708561048996e-05,5.166821145932085e-05,0.2657977102291085,13378.5,50,False,False
AL451042.1,0.00034480291582039246,0.0003625702371223833,1.3075270942224833,5414.0,216,False,True
ARHGEF19-AS1,1.490502517955587e-06,1.4905010368896805e-06,0.007541625493285695,18502.0,1,False,False
ARHGEF19,0.0008038776913507133,0.0008181369036659778,1.6991118194296055,5381.5,270,False,True
AL109627.1,0.0022173709125452618,0.0022690944018273094,1.3856035871613777,7933.0,217,False,True
CPLANE2,0.002551243476567313,0.002658014145247444,1.0682488276514337,11658.0,170,False,True
FBXO42,0.5454399565965666,1.3356777825212076,1.226120737408921,13721.0,346,True,True
SZRD1,0.08048415496456579,0.10103726596018264,1.2441030043400174,13533.0,344,False,True
SPATA21,0.00800847002897537,0.00864090023992232,1.2439895101840468,11647.0,261,False,True
NECAP2,0.05216858179679085,0.06062283886934749,1.1398472263559987,15435.5,306,False,True
LINC01772,0.015644811262634492,0.017096251502637775,1.067260642784928,14932.0,212,False,True
AL137802.2,0.009504437722830127,0.01006098647783582,0.9237351717623039,15349.0,127,False,False
AL137802.1,0.00013265472409804724,0.00013462453039889626,0.5968750877908249,8977.0,101,False,False
LINC01783,0.00028021447337565035,0.0003586359306861443,0.3220376120329247,12151.5,36,False,False
NBPF1,0.11265863915132773,0.1431426245656925,1.2476440286993202,12957.0,335,False,True
AL137798.1,0.0001649489453204183,0.00016690915678263556,0.42962455692035234,14647.0,63,False,False
AL137798.2,0.00012569904568092118,0.0001266769767135908,0.3509817915834087,14416.0,50,False,False
AL021920.1,2.4344874459941255e-05,2.4344293882105913e-05,0.1146443823055708,12074.5,16,False,False
AL021920.3,0.0002941258302099025,0.00030000147932871695,0.5301988515531624,12240.0,68,False,False
CROCC,0.14267537252626267,0.21066626784751555,1.1953989423514406,14581.5,330,False,True
BX284668.1,4.372140719336388e-05,4.3719517353267105e-05,0.09975003415231601,15776.0,11,False,False
BX284668.2,0.00034380924747508875,0.0004370960842992601,0.4092313479087904,12716.0,49,False,False
BX284668.5,0.006355502736562623,0.006669853234614146,1.2755423980548581,10519.0,242,False,True
BX284668.6,0.0028553059902302527,0.00295745187362434,1.028124691448018,12450.0,151,False,False
MFAP2,0.0001674331161836776,0.0001962215618386688,0.5059844752324324,10473.0,89,False,False
AL049569.2,7.452512589777935e-06,7.452460752471208e-06,0.037915953783766214,18576.0,7,False,False
AL049569.1,0.0191683592150815,0.021908145020569154,0.7007405195976185,14322.0,31,False,False
ATP13A2,0.1500409391358265,0.22494999939247934,1.1237470600755644,14410.0,201,False,True
SDHB,0.18166542789346285,0.2703548157687965,1.256771654627529,13402.0,343,False,True
PADI2,0.17867945451582518,0.36758713640780055,3.486452701088783,1605.5,346,True,True
LINC02783,8.992698524998708e-05,8.991894306211434e-05,0.28810273667891556,13797.0,38,False,False
AL590644.1,1.6395527697511455e-05,1.6395267029911917e-05,0.0682779297581481,17746.0,12,False,False
PADI1,0.0005703656302043379,0.00063363540216337,1.4569341400186753,5683.0,226,False,True
PADI3,0.00047248929819192106,0.00047524729321002216,0.9036199967770994,9865.0,145,False,False
PADI4,0.006627767863175844,0.007761341401614151,1.0991566587213744,11703.0,147,False,False
PADI6,0.00036865095610768184,0.00037050257334919563,0.6999938741207803,10967.0,94,False,False
RCC2-AS1,4.6205578056623194e-05,4.819080373462513e-05,0.1581984574112883,10411.0,22,False,False
RCC2,0.09443774270349334,0.12031857435592029,1.4682264960637845,9309.5,342,False,True
ARHGEF10L,0.14361886062012855,0.32389251046960166,1.5978959747158676,8075.0,343,False,True
LINC02810,0.00038057497625132653,0.0003853986721445228,0.8625437063757676,10293.0,137,False,False
ACTL8,0.0006553242737278065,0.0006658255064272553,0.8745798916893972,9652.0,121,False,False
AL357509.1,0.002223829756789736,0.002715719859916985,0.6788346027869785,12266.5,60,False,False
LINC01654,0.0013975945276696888,0.0015357492569065163,0.7271007461914852,10525.0,79,False,False
IGSF21,0.5296610001073162,2.3492364590563573,1.8084609908320692,7368.0,343,False,True
IGSF21-AS1,0.003882262225101652,0.00414641313022698,0.7720938647822949,14172.0,87,False,False
AL591896.1,0.0013727528190370956,0.0014275081736521064,0.6070183604811277,11451.0,45,False,False
KLHDC7A,5.812959820026789e-05,6.110725454616448e-05,0.20365473010303983,13000.0,31,False,False
PAX7,0.005135278008529649,0.0056494653149966175,1.4409779895129669,6603.0,211,False,True
TAS1R2,7.551879424308308e-05,7.650679751129451e-05,0.23854887031870672,15424.0,32,False,False
ALDH4A1,0.016977320513686788,0.019135512075176598,1.7364115590033409,6189.0,320,False,True
IFFO2,0.07865679887755224,0.1008610489409713,1.12023505024936,15942.5,268,False,True
AL137127.1,0.0020593776456419694,0.0021117767542398027,0.9773478604486484,10581.5,136,False,False
UBR4,0.385303843906627,0.7382442435898289,1.1786392781612303,15086.5,342,False,True
EMC1-AS1,0.07401189619742998,0.08900076654555768,1.5574656720229811,7842.0,346,True,True
EMC1,0.0839972693993871,0.10153010178114602,1.086139383452972,16464.0,261,False,True
MRTO4,0.03733013239637033,0.04255742694040765,1.1801258643022834,14408.0,253,False,True
AKR7A3,0.0043174889603446835,0.004439951360374908,1.149981182336997,12283.0,209,False,True
AKR7A2,0.030158827948313347,0.03285034344966891,1.1954127542158683,13552.0,281,False,True
SLC66A1,0.018700838258616098,0.019823743243901213,1.1607581372637568,14063.5,266,False,True
CAPZB,0.5606932625311515,1.1584408496565628,1.7321126508833955,6681.5,346,True,True
MICOS10,0.19699922096401729,0.35660640026715884,2.423744329298925,3346.0,343,False,True
AL031727.2,0.002508018903546601,0.002702451093147708,1.569106239139852,6730.0,285,False,True
NBL1,0.07447494564634151,0.10118096553925936,1.5560387564161977,8481.0,288,False,True
HTR6,0.009983385865266522,0.010929062401123566,0.7356448890759437,14295.5,58,False,False
TMCO4,0.020798968969724912,0.026390996149034212,1.8148024429139302,5852.0,341,False,True
RNF186,0.0,0.0,0.0,,0,False,False
AL391883.1,4.123723633010457e-05,4.123555630767797e-05,0.12595883384228612,14699.0,13,False,False
OTUD3,0.17086822765339257,0.301164144828679,0.8929121073125047,17741.0,67,False,False
PLA2G2E,2.3848040287289393e-05,2.4841152245500896e-05,0.05722829584568855,16268.5,4,False,False
PLA2G2A,3.229422122237105e-05,3.6267869705978645e-05,0.0917931148129333,14627.0,13,False,False
PLA2G5,0.009174042998016638,0.011208386413981494,2.577786449429124,2756.0,308,False,True
PLA2G2D,0.00015352175934942546,0.00015449193552100843,0.49313677295941216,11241.5,78,False,False
PLA2G2F,0.00011924020143644695,0.00012518805548033523,0.27322002285659913,15118.5,26,False,False
Z98257.1,0.0002518949255344942,0.00026574296334541935,0.9597121599403906,7211.0,161,False,True
PLA2G2C,0.0024011995564264506,0.002620004144862986,0.7940798453678991,11684.0,89,False,False
UBXN10-AS1,0.001537701764357514,0.001613837838730129,1.0449520432111532,7831.0,146,False,False
UBXN10,0.01116734169869591,0.012544071280152532,0.9679151395776872,12352.0,125,False,False
LINC01757,1.689236187016332e-05,1.6892084910838794e-05,0.04267572748694018,18668.0,4,False,False
Z98257.2,1.0433517625689109e-05,1.0433413951075657e-05,0.03673024811062648,13930.0,4,False,False
VWA5B1,0.004035287150278426,0.006919524945691554,1.2518097973479292,10460.0,230,False,True
AL020998.1,0.00048590382085352137,0.0005144843559576271,0.7672130236792746,11876.0,105,False,False
LINC01141,0.0485680245475828,0.08407592661363827,3.49553968320224,1229.0,345,False,True
AL139254.1,0.0002389772370455458,0.0002399139144684562,0.7591992829123109,9181.5,126,False,False
AL139254.2,8.297130683286101e-05,8.395813265367662e-05,0.26819307659422054,14057.0,37,False,False
AL139254.3,0.0002628252773328352,0.0002716993503036882,0.5842320255133552,12225.0,88,False,False
CAMK2N1,0.80353984411331,2.7302089433861116,2.5601735830929533,3466.0,343,False,True
MUL1,0.024728927275401144,0.026957324955411522,1.1409688312372825,15684.0,277,False,True
FAM43B,0.009215777068519395,0.009952615187906473,1.4772894617869405,8209.0,243,False,True
CDA,0.0019754126704638044,0.054842642979866775,1.8510106587844846,4824.0,287,False,True
PINK1,0.12344441220542701,0.17365791581672865,1.6964721636054874,6082.0,264,False,True
PINK1-AS,0.010550273656262297,0.011249804341099269,1.192878401211373,13183.0,267,False,True
DDOST,0.051312039683139035,0.05876189616135041,1.202582704671825,14203.0,311,False,True
KIF17,0.044558572774282275,0.060337939021848044,0.9891469095699027,14087.0,114,False,False
SH2D5,0.02417793817793023,0.02750743876219982,1.027461653410827,12044.0,137,False,False
AL663074.1,0.00016643944783837388,0.00017138017262262193,0.27711110375184994,13422.0,31,False,False
HP1BP3,0.8206885724165617,1.7498563260541715,1.403732571395928,10215.5,346,True,True
EIF4G3,3.827489735405993,39.19166140881192,1.452982594404041,9649.0,346,True,True
AL031005.2,0.0018879698560770768,0.0019470074989935604,0.7610569359179183,11265.0,81,False,False
ECE1,0.2260973079537189,0.40493522595194187,1.3708922365603693,10895.0,342,False,True
AL031005.1,0.00013762306582456587,0.0001395915317607699,0.26091307644979667,15434.0,24,False,False
AL031728.1,0.0010170195514183622,0.0010497704679525285,0.8027588662506966,11855.0,117,False,False
AL592309.2,9.340482445855013e-05,9.737082175568432e-05,0.11940671364596418,16364.0,11,False,False
NBPF3,0.09357474174559706,0.13227915635013343,0.9157950177702324,18343.0,111,False,False
ALPL,0.01815432066869905,0.03859044156296459,2.00631830989216,5687.5,318,False,True
LINC02596,0.0006145838715703537,0.0006469975350806776,0.5740302630526259,14399.0,67,False,False
RAP1GAP,0.253757556847766,0.8429484447820625,1.0017636522329878,17035.5,138,False,False
USP48,0.7007627398218551,1.595099319214701,1.2221342642229611,13954.5,346,True,True
LDLRAD2,0.0006334635701311245,0.0006588979983773877,0.658631148366177,10608.5,82,False,False
HSPG2,0.013582949446129264,0.02109144373875994,2.1998316817188823,4500.0,341,False,True
CELA3B,0.0008058650280413207,0.0008062096784957529,0.9487514723961441,9674.0,137,False,False
CELA3A,0.0003542427651007778,0.00047435138261987824,0.6740550853722055,12183.0,98,False,False
LINC01635,0.0005042866852416403,0.0007961712692651048,0.7077709719447255,11090.5,102,False,False
LINC00339,0.013987372462667881,0.014693984032261624,1.2912110273990876,11856.5,314,False,True
