,means,variances,residual_variances,highly_variable_rank,highly_variable_nbatches,highly_variable_intersection,highly_variable
KIAA1614-AS1,0.0033223301125230036,0.003394762062785246,1.0433279082975213,11837.0,159,False,False
STX6,0.34445413823119087,0.6724666958819365,1.1685832666059184,15502.0,328,False,True
MR1,0.01701557674498098,0.02023569354240804,1.6223145403813004,7390.0,337,False,True
IER5,0.024518269586196753,0.02874239180771198,1.6137613482215347,6519.0,264,False,True
LINC01732,0.0006260110575413466,0.0006454928553061663,0.6904412702992172,10776.5,86,False,False
AL358393.1,5.067708561048996e-05,5.067454262032849e-05,0.11056012499202175,16804.0,11,False,False
LINC01699,0.0006394255802029468,0.0006598840782346593,0.46049461967364974,12205.5,38,False,False
CACNA1E,1.1360133231051739,9.527043935876508,1.773274536762703,6862.0,343,False,True
AL161734.2,0.005425925999530988,0.00871534192997203,2.108855540108231,3704.5,300,False,True
AL161734.1,0.0010219878931448808,0.001058703357012712,0.6673877060334598,9649.0,75,False,False
ZNF648,0.0007666151284018236,0.0008196859275411284,0.8844938628833039,10556.0,127,False,False
AL355482.1,0.0011789874917028692,0.001334597741828989,1.0377344369187822,9505.0,155,False,False
AL355482.2,0.00012868005071683234,0.00012965722492482395,0.2659501570423079,12187.0,25,False,False
LINC01344,0.03686956711832205,0.18798075377426568,2.8261828554884367,2332.0,346,True,True
AL390856.1,6.856311582595701e-05,6.855844898728545e-05,0.22578060487152143,12213.0,29,False,False
GLUL,0.4887109339290044,2.1922239897746882,5.275606265274037,564.0,346,True,True
TEDDM1,0.00012122753812705442,0.00012220657107275874,0.3098856300464504,14976.0,39,False,False
LINC00272,8.943015107733521e-05,9.140953543140198e-05,0.2278500282989256,14005.0,17,False,False
RGSL1,0.004097888256032561,0.004912798413738427,0.9103395309812659,12894.5,116,False,False
RNASEL,0.01826610835754572,0.020342113487033874,1.326146037735554,11667.0,319,False,True
RGS16,0.013919306181014576,0.029093648179633228,2.8448613455384337,3263.0,328,False,True
LINC01686,0.0002017146740966561,0.0002106171050364196,0.5629970936595086,12880.0,89,False,False
RGS8,0.03322280429105738,0.06827768090605159,1.2429301022362518,10743.0,259,False,True
LINC01688,5.167075395579368e-05,5.266177859845425e-05,0.16254710851058068,15448.0,22,False,False
NPL,0.20177826887075553,0.5552910606169577,3.499010873739108,1352.0,346,True,True
AL355999.1,0.022541366413214994,0.02515537165242238,1.43939201933041,10276.0,331,False,True
DHX9,0.3794451753427162,0.6327404214154392,1.2792818535786137,12508.0,346,True,True
SHCBP1L,0.0019540488010397748,0.0022602561410301463,1.0936091030604078,10186.0,176,False,True
LAMC1,0.2965454126307171,0.850181538113434,1.1143978231399014,14705.0,223,False,True
LAMC1-AS1,0.0018666059866530467,0.0019803756174077572,0.5515006628331567,13239.5,32,False,False
LAMC2,0.002181102017941676,0.002453579499290768,0.9634502365971875,10119.0,131,False,False
NMNAT2,1.1484227502354993,7.4071899059236035,1.3811998735066784,12272.0,328,False,True
AL354953.1,0.00357223770136689,0.0038814272914763155,0.5507805556653727,13967.5,32,False,False
AL449223.1,0.002016649906793909,0.002083134517436264,0.45478318047843175,17522.0,11,False,False
SMG7-AS1,0.0015739706589611,0.0017056393493617486,0.7457540154729592,11618.0,79,False,False
SMG7,0.4658754416855795,0.9730214880094296,1.396940226313541,10322.5,346,True,True
NCF2,0.0053235781599647045,0.006046453948674964,2.8002680977687557,2209.0,340,False,True
AL137800.1,7.601562841573493e-05,7.600988780428118e-05,0.20306589500560185,11474.0,27,False,False
ARPC5,0.14537417575210757,0.19108568297191217,1.4524526185653899,9425.5,342,False,True
RGL1,1.290217732607823,6.029761353059811,1.5677442230089622,8489.5,346,True,True
APOBEC4,0.013454269395412432,0.01564415247489815,0.6263607970389711,12773.0,23,False,False
AL590422.1,0.0002956163327278581,0.0003034784412525761,0.2750131488185691,16202.0,14,False,False
COLGALT2,0.8867854034094749,2.6893207744129866,2.800394879744887,1989.5,346,True,True
TSEN15,0.3524556525817491,0.6287806752750208,1.4062553102475377,10202.0,346,True,True
AL158011.1,0.013287333113401406,0.015797666946664644,0.8836235437933236,16155.0,111,False,False
AL445228.1,7.402829172512748e-05,7.601018599221707e-05,0.22693623877351127,11962.0,25,False,False
AL445228.2,0.002036026439527332,0.0020815654873228124,0.7531729903002325,11824.0,80,False,False
C1orf21,1.0579358328729336,5.142595007187203,1.6890943032392876,7082.0,345,False,True
AL078645.1,0.0020494409621889323,0.002087969530154,0.7163195524275363,15823.0,66,False,False
AL713852.1,0.03928815587079132,0.05146519476062368,1.0565363912819465,15703.0,209,False,True
AL713852.2,0.0030659636794346423,0.0032423811376483653,0.898483176278641,14672.0,112,False,False
EDEM3,0.45308593641317524,0.9416443592745137,1.1596675792096536,15319.0,341,False,True
NIBAN1,0.02615484135091199,0.07697859621753639,4.7173313491645255,721.5,346,True,True
LINC01633,0.00012470537733561744,0.00012468988785467822,0.3523028538812444,13683.0,41,False,False
RNF2,0.16847448060955592,0.2856087327207309,1.2374801576149643,13791.0,341,False,True
TRMT1L,0.17674975058924533,0.25277888072487237,1.30151369110907,11797.5,344,False,True
SWT1,0.24697328622020487,0.43923693251182677,1.5010247432574595,8376.0,346,True,True
IVNS1ABP,0.19439829407018477,0.2840904188398206,1.7568163024620131,6297.0,346,True,True
AL078644.2,0.0008456117618534697,0.0008637768303163164,0.8459844703738859,11816.0,127,False,False
LINC01350,0.0007005361834391258,0.0008103430214296617,0.8563608499140525,9773.0,125,False,False
AL133383.1,0.0003835559812872377,0.0004320988296978081,0.6392556015177067,11797.0,89,False,False
HMCN1,0.01743937629425302,0.07670172518432426,4.5723509075625035,787.0,343,False,True
AL133553.1,5.4651758991704856e-05,5.564246816732739e-05,0.18633330328238001,14939.0,27,False,False
AL133553.2,2.7325879495852428e-05,2.83188152072211e-05,0.11328147883376133,16165.0,17,False,False
PRG4,0.0011740191499763507,0.0012998310230111808,0.9043686989346146,10899.5,136,False,False
TPR,0.3465398480879834,0.5774785166919372,1.4531520612423507,9794.0,345,False,True
ODR4,0.3565306864658397,0.6328889464447542,1.152788314719615,15222.5,334,False,True
OCLM,0.0008252415607747434,0.0008325102975230762,0.8539859186947864,11612.0,110,False,False
AL096803.2,0.6999772449948926,2.535026359036376,1.0703425772394848,16274.5,242,False,True
PDC,0.03443458283815527,0.04544515019191144,0.6966394578241959,12296.0,31,False,False
AL096803.4,0.004631984991633312,0.0047754810246131265,0.6718833617202576,15952.0,39,False,False
PTGS2,0.02864149638503456,0.20032208534140133,2.6555738496627175,4480.0,243,False,True
PACERR,0.00384698699884337,0.004193885051230001,0.5016416061918634,11195.0,17,False,False
PLA2G4A,0.09898625955412114,0.29113432344025275,3.6127320785821,1356.0,345,False,True
ERVMER61-1,0.02307397264629779,0.05755250350511495,2.4353156059743055,3275.0,343,False,True
AL136372.2,0.0008182858823576173,0.0009686543603191253,0.9938917920399974,9357.5,150,False,False
AL596211.1,9.439849280385385e-06,9.439764859628717e-06,0.02605301371987851,16139.0,2,False,False
AL929288.1,0.00020270834244195984,0.00023148374879271096,0.44056783690114243,12067.0,53,False,False
AL691515.1,8.396497517816474e-05,8.395796677429496e-05,0.32956300687645257,8782.0,43,False,False
AL691515.2,0.000288660654310732,0.0004654505260531777,0.4070814997206803,14843.0,39,False,False
LINC01035,0.00693630188439265,0.12014457995353225,2.116363159477614,3627.5,292,False,True
LINC01701,0.0006145838715703537,0.0008685856861759823,0.7527952077984756,9708.0,95,False,False
AL591504.1,4.968341726518623e-07,4.968341726518624e-07,0.004769184383090916,7403.0,1,False,False
AL591504.2,6.359477409943837e-05,6.756543675417844e-05,0.22943190561102383,14469.0,33,False,False
BRINP3,2.4771014098166484,48.572356543713575,4.857069942652321,669.5,346,True,True
AL354771.1,0.11213249176248942,0.28615693578569434,0.8912527384892297,16472.0,103,False,False
LINC01351,0.013004634469162496,0.014108410111359718,0.9631936726982312,15372.0,149,False,False
AL391645.1,0.008823774906297075,0.00969288665153555,1.0802316948095516,12777.0,191,False,True
LINC01720,0.0015655244780260183,0.0019138394878878754,0.9490094046477201,9974.0,135,False,False
AL138927.1,0.10922700552082133,0.8562498439911198,1.7195927439727194,6851.0,309,False,True
AL713866.1,0.001612723724427945,0.0018436358237441828,0.3365720133340197,12122.5,10,False,False
LINC01680,0.027762099899440763,0.06349976593228794,0.6432887452337267,13374.0,27,False,False
LINC02770,0.004666266549546291,0.011866479935374988,1.0869335854092128,10090.5,162,False,True
AL359081.1,0.00018283497553588533,0.0002086370275435097,0.41201410467509464,11321.5,48,False,False
RGS18,0.008023871888327577,0.011476087343990778,4.436323028413825,723.5,342,False,True
AL390957.1,0.09589942883943511,0.2880657870109201,1.4542970316883608,10485.0,329,False,True
RGS21,0.0007477354298410529,0.0010353406560986923,0.6413118891071015,10444.0,71,False,False
AL136987.1,0.00027027778992261313,0.0002930592573827274,0.7633288642970797,8607.0,122,False,False
RGS1,0.02769403361778746,0.13756714437569742,7.392596478072161,230.0,341,False,True
RGS13,0.0011874336726379509,0.0018110419628946629,1.099121942654634,9580.0,183,False,True
AL136454.1,0.0010657093003382447,0.0010755044501711336,1.0474133041698985,9240.0,176,False,True
RGS2,0.025011625919640054,0.042736139054022064,1.8185213791106618,6009.0,303,False,True
UCHL5,0.29291554216532256,0.5231395867709417,1.2295688959118918,14417.0,327,False,True
RO60,0.31358235324512207,0.5105162697605699,1.2138770990257284,14083.0,343,False,True
GLRX2,0.06550013315155827,0.08200639125116052,1.2725720392651583,12509.0,253,False,True
CDC73,0.7478834864245031,1.9807379698485332,1.4888431051075293,8621.0,346,True,True
B3GALT2,0.10245416207923114,0.19494814659465837,1.4412495966038454,9791.0,258,False,True
LINC01031,0.011237892151212474,0.016673171943671655,1.027114213529247,14680.0,184,False,True
AL138778.1,0.008199254351273683,0.011115024474281558,0.92386869903692,9280.0,97,False,False
AL136456.1,0.23541046452007805,3.209411523617796,3.220537275725153,1856.0,345,False,True
AL357793.1,5.614226150966044e-05,5.812647512595979e-05,0.11710291368192159,16191.0,9,False,False
AL357793.2,0.00037014145862563746,0.0004008083717659501,0.3502539387684481,12731.5,24,False,False
AL513348.1,1.937653273342263e-05,1.9376166910143722e-05,0.06281069007972533,10997.0,8,False,False
AL353072.2,0.012447186527447108,0.04004244984874741,0.996405221449004,12378.0,146,False,False
AL353709.1,0.0709628248798655,0.19992536539553896,1.0645948012721176,15583.0,154,False,False
LINC01724,0.00024344874459941254,0.00034176281329267866,0.5030466225809038,12818.0,64,False,False
KCNT2,1.4045979021673893,17.09743414294357,3.129955910291969,1837.0,346,True,True
CFH,0.018158295342080265,0.11136362199337103,5.692812411570453,495.0,338,False,True
CFHR3,0.00025537276474305726,0.0002761747219585026,0.5854692646247652,10978.5,94,False,False
CFHR1,0.00036368261438116323,0.0003913732574532704,0.6229617885046734,12505.5,96,False,False
CFHR4,0.003089811719721932,0.003900043105809105,0.6339768498468674,15108.0,53,False,False
CFHR2,0.00023152472445576785,0.00023345857343853624,0.6025312108120053,11798.0,94,False,False
CFHR5,0.0009484564355924052,0.0011095253575168092,0.6073138109696697,11572.0,60,False,False
F13B,0.0002757429658217836,0.00034423021848987805,0.45126134398613743,14197.0,47,False,False
ASPM,0.01625243945578772,0.023251031155262197,0.9391079513144847,13721.0,106,False,False
ZBTB41,0.3079457695563867,0.5541245379560527,1.1671586935343696,15302.0,333,False,True
CRB1,0.6000529625228047,2.3709908489935034,3.312799040536184,1533.5,346,True,True
AL136322.1,0.0010965130190426602,0.0011310833006334875,1.151007915460331,8813.5,180,False,True
DENND1B,0.6268184130719058,2.4408696090954614,1.1954422758307282,14182.0,299,False,True
AL365258.1,0.0023222029229748044,0.0024807668060641075,0.6932572370712264,11384.0,64,False,False
C1orf53,0.00704014022647689,0.007814331592752242,1.2098819799890421,10414.0,194,False,True
LHX9,0.00023649306618228646,0.0002900953719876304,0.454405156250547,13309.0,57,False,False
NEK7,0.5314073722241874,1.1729389112077975,2.753949623994993,2168.5,346,True,True
AL450352.1,0.06946486984932013,0.3208461135983208,1.713004302732066,5628.0,303,False,True
ATP6V1G3,0.00014805658345025497,0.0001559840869590069,0.3373436348398017,12811.5,40,False,False
AL157402.1,3.4778392085630363e-06,3.477828841101691e-06,0.008595078881271406,18388.0,1,False,False
PTPRC,0.11448599523834128,0.5016357665290827,10.786905483403277,103.5,346,True,True
AL157402.2,0.000873434475521974,0.0009481908530756092,2.098221450568983,3417.0,287,False,True
MIR181A1HG,1.7247707607127385,8.999387581590687,3.2905927095803484,1500.5,346,True,True
AC096631.1,0.0016152078952912045,0.0017894728532816238,1.151116802491322,10342.0,190,False,True
LINC01222,0.016261879305068106,0.022791152386811304,2.444148397226068,3302.0,343,False,True
LINC01221,0.009645538627863255,0.01252556412471651,1.9303389369734567,5948.0,324,False,True
AC105941.1,0.06381288430123255,0.12708375433594024,3.2943201117989984,1628.0,345,False,True
LINC02789,0.0033322667959760407,0.5711969439152447,1.3823540253088171,7710.0,234,False,True
NR5A2,0.002778793527641866,0.004438449522765474,1.5446754290160556,6626.0,259,False,True
LINC00862,0.20770351321380165,0.40222160280208685,2.2449399213220476,3570.5,346,True,True
AC097065.2,0.00036169527769055576,0.0003675266468882743,0.9510244162890955,9520.0,171,False,True
AC104461.1,0.03522355550432643,0.09248313908372224,1.4872459713285315,9260.0,331,False,True
ZNF281,0.09574044190418653,0.11335760258771757,1.6149349895731056,7381.0,346,True,True
AL359834.1,0.0002941258302099025,0.0002940394662947624,0.7789806270332459,10907.0,119,False,False
KIF14,0.005111429968242359,0.007049789073165024,1.2681857599264785,11225.0,245,False,True
DDX59,0.06355502736562622,0.07766020843184458,1.5278938497186987,8558.0,346,True,True
DDX59-AS1,0.01661711573851419,0.020216303793884567,1.1936668931221892,13532.0,277,False,True
CAMSAP2,1.3121971795717686,5.187900651834124,1.3742159348677814,11662.5,346,True,True
GPR25,8.44618093508166e-06,8.44611379342723e-06,0.020263148763132354,,0,False,False
INAVA,0.004333387653869543,0.004845230708978298,1.5426760465829865,7856.0,287,False,True
KIF21B,0.12128715822777263,0.1898460851353119,1.1190145399652793,15303.5,236,False,True
AL358473.1,0.0014527431208340455,0.0015172091911955724,1.7111843314202448,5458.0,283,False,True
AL358473.2,0.00027325879495852427,0.00028212727986771024,0.565393313644435,12427.0,85,False,False
CACNA1S,0.003154400162166674,0.0033958497003194394,1.207711409352114,8959.0,191,False,True
ASCL5,0.0031822228758351784,0.0034403884959385528,0.8839839245122275,9152.0,111,False,False
TMEM9,0.06826849316157445,0.08283344230260012,1.2318808493259297,12936.0,260,False,True
IGFN1,0.002335617445636405,0.0026461501852885526,2.72585492065903,2223.5,290,False,True
AC103925.1,3.974673381214898e-06,3.974659557933105e-06,0.021608709749426497,13861.5,4,False,False
PKP1,0.0012286709089680556,0.0014010539332851805,0.7623816343765555,10791.0,96,False,False
TNNT2,0.03376832821262913,0.05322282479007519,0.9971949472364913,11486.5,116,False,False
LAD1,0.00011774969891849137,0.00011773589242211107,0.3619724402938812,11268.5,48,False,False
AC119427.1,2.981005035911174e-06,2.9809976305816414e-06,0.011074607120286899,15204.0,1,False,False
TNNI1,0.00035970794099994834,0.0003665344117210767,0.6851191185530427,10839.5,102,False,False
PHLDA3,0.041499564773264754,0.045659890186441024,1.7347891962378192,6188.5,342,False,True
AC096677.2,1.490502517955587e-06,1.4905010368896805e-06,0.00901188069845785,13554.5,2,False,False
CSRP1,0.16542292512112816,0.269415308059775,2.9005387486057703,2226.5,346,True,True
AC096677.1,0.06752423557094196,0.09339386532108376,2.286254922544618,3373.0,345,False,True
NAV1,1.0852641965396495,3.457374530616856,2.301426786747884,3226.0,346,True,True
AC092800.1,0.000451125428767891,0.0004628461647168405,0.5471593340207037,12663.0,67,False,False
IPO9-AS1,0.14229976589173784,0.20822355221390115,1.3525587740831848,11254.0,341,False,True
AL645504.1,0.0030043562420258114,0.0033292043036817435,1.0022406716190988,12584.0,158,False,False
IPO9,0.3858876240594929,0.7232502031354726,1.129265809225695,16069.5,338,False,True
SHISA4,0.03544713088201977,0.03850714621796128,1.618300578493558,7061.0,323,False,True
AL513217.1,0.010796206571724969,0.011387146014764008,2.352039872878555,3988.0,330,False,True
LMOD1,0.012631015171328296,0.01930593309791476,2.3541803766456333,4178.5,328,False,True
TIMM17A,0.08465905251735939,0.1058214344447343,1.3627719077658478,12175.0,311,False,True
RNPEP,0.07239072629206694,0.09013191530965951,1.0752673463978173,16710.0,277,False,True
ELF3-AS1,0.008941524605215566,0.009778734484076177,0.8716034671007123,14733.0,90,False,False
ELF3,0.0010453390992595183,0.0010889619819992476,0.9597690707598583,11226.5,146,False,False
AL691482.3,1.490502517955587e-06,1.4905010368896805e-06,0.009043911471661482,15259.0,2,False,False
GPR37L1,0.06034895644950376,0.0896729454814065,2.7362423774302895,2685.0,337,False,True
ARL8A,0.11354946282289254,0.132902573487715,1.6320566887875199,7123.5,344,False,True
PTPN7,0.004081492728335049,0.0044871454215651375,1.564997807593933,8141.0,291,False,True
LGR6,0.006987972638348444,0.01249375313432378,1.5894756332631503,7522.0,281,False,True
UBE2T,0.01994441419276371,0.02286152349358757,1.1435825158406303,10314.0,161,False,False
PPP1R12B,1.716001637565433,7.325983492176048,1.829140368676253,5461.0,346,True,True
SYT2,0.030189631667017762,0.056173866818315515,1.4345858450508617,10463.0,289,False,True
AC104463.2,0.004925613987670563,0.005121949231931006,1.0543687440502345,13356.0,182,False,True
AC104463.1,1.5898693524859593e-05,1.5898448655296396e-05,0.03869434331636068,18695.5,4,False,False
KDM5B,0.41332727858088264,1.022377891135207,1.0393743040658003,18177.0,270,False,True
AC098934.4,0.00022755005107455295,0.0002304793915947561,0.3568887708292417,15437.0,36,False,False
PCAT6,0.0023654274959955166,0.0024582066362628455,1.2376038269069873,8580.0,210,False,True
RABIF,0.041565643718227456,0.05023670517340485,1.1118957781111094,14793.0,213,False,True
KLHL12,0.09295220852726427,0.11871792089627381,1.2285065103684811,13800.0,332,False,True
ADIPOR1,0.06981513794103969,0.08122625532251336,1.1413713180549392,15701.0,291,False,True
CYB5R1,0.04002595461717933,0.045075515872740654,1.1948634914031602,14233.0,295,False,True
TMEM183A,0.0807544327544884,0.0987301091143042,1.246022705365547,13037.0,269,False,True
PPFIA4,0.1810612775395182,0.34839114513226926,0.7935009343488331,16453.0,42,False,False
MYOG,0.00022059437265742687,0.0002235268268718586,0.37606854445159993,13851.0,37,False,False
ADORA1,0.15844439233206012,0.24235921612003433,1.3010762880136024,12003.5,338,False,True
AC105940.2,0.0035687598621583273,0.0037716517200205354,1.2255716169700486,10793.0,227,False,True
AC105940.1,0.003844005993807459,0.0040518133341542265,0.9236524757821982,14150.0,126,False,False
MYBPH,0.0006940773391946517,0.0007313553563257641,0.9759386125370543,9554.5,158,False,False
CHI3L1,0.021723080530857378,0.09874743161444283,2.2042665155649046,4374.0,292,False,True
CHIT1,0.007366063443736511,0.00900899456283438,1.1074941101163216,12102.0,181,False,True
LINC01353,0.007597588168192278,0.008655758674471615,0.8912264268027011,13621.0,103,False,False
LINC01136,0.0014388317639997933,0.0015271861053354862,0.9781867429331548,10900.0,145,False,False
BTG2,0.05401730175322843,0.10691582427624605,2.740482992686905,2923.0,345,False,True
FMOD,0.0008187827165302691,0.0009780934009374841,1.4450918259561605,5438.0,224,False,True
PRELP,0.01028695154475681,0.016982798433907202,2.6240904171052404,3068.0,334,False,True
OPTC,0.0006155775399156574,0.0006330849489617117,0.9934872687815617,10035.5,164,False,True
ATP2B4,0.4825645983791282,1.305016159265447,1.7270179045715057,6408.5,346,True,True
LAX1,0.0006284952284046058,0.0006479739109941485,1.1658835732586494,8227.0,187,False,True
ZC3H11A,0.006082740775776751,0.00617492099323351,1.1806502841768716,12072.0,241,False,True
ZBED6,0.004091429411788086,0.004149216804527218,1.1464766371832735,12469.0,217,False,True
SNRPE,0.053381850846406696,0.06173388277473317,1.2673382306697984,13209.5,292,False,True
AC096645.1,0.001068193471201504,0.001110774392973639,1.2712624759684108,8713.0,212,False,True
LINC00303,0.00031449603128862885,0.000318371955094212,0.7558133694664967,11623.0,113,False,False
AL592146.2,0.0030689446844705537,0.003407311876719899,1.5971898670526974,7093.5,296,False,True
SOX13,0.06004986227756734,0.08923994439219395,2.092812629153376,4549.0,342,False,True
AL592146.1,3.0306884531763604e-05,3.030598108156065e-05,0.11026741518971714,9208.0,9,False,False
ETNK2,0.01342744035008923,0.015066558421558395,0.9589159127149177,15133.5,142,False,False
ERLNC1,0.00019475899567953004,0.00019869583671322869,0.3731148237064405,12102.0,32,False,False
REN,0.0027335816179305467,0.002930806284725673,1.061169937996758,11838.5,154,False,False
KISS1,0.0004317488960344684,0.0005756446849942328,0.5365485764419493,11514.0,61,False,False
GOLT1A,0.009944632799799676,0.012159003027151904,0.7609486249244813,14671.0,65,False,False
PLEKHA6,0.6113330855786926,2.1786646012463464,1.0544239929632646,17311.5,240,False,True
AL592114.3,0.0013489047787498063,0.0013937883393586913,0.6808321680428604,10591.0,65,False,False
LINC00628,5.365809064640113e-05,5.36552381134653e-05,0.200477960110477,13432.0,27,False,False
AL606489.1,0.02767018557750017,0.033614805444436006,1.256581291730386,13314.0,327,False,True
PPP1R15B,0.08138640582210156,0.09346354346369644,1.3097654854481127,11798.0,340,False,True
PIK3C2B,0.2923342461833199,0.4637920904727347,2.233451319982297,3405.0,346,True,True
MDM4,0.4566681107979952,0.7256161198667122,1.4585546859230338,9032.0,345,False,True
AL512306.3,0.015771007142488067,0.01839200579520554,0.7822546780868747,13736.0,57,False,False
LRRN2,0.31799424069827065,0.9346308238014315,0.9719837370654724,17722.5,152,False,False
AL512306.2,0.0012430790999749595,0.0012842622312395564,0.6464674500079359,11788.0,61,False,False
AL161793.1,0.0004406919111422019,0.00044546626483104744,0.40607661138328416,13704.5,26,False,False
AC096675.1,0.0021050863895259405,0.0021871052334887582,1.3750404443373183,7830.0,240,False,True
NFASC,1.3617171383941524,4.783965964687487,1.8733173538532988,5581.0,345,False,True
CNTN2,0.36260498106068134,0.768060623772547,2.9186213066939306,1838.5,346,True,True
TMEM81,0.004246938507828119,0.004329264674940749,1.3767509361185912,8246.5,222,False,True
RBBP5,0.12039086938030867,0.16318693747569588,1.1497608342957497,15746.0,313,False,True
DSTYK,0.24183751137750256,0.3736874993359678,1.3111459936065775,12458.0,345,False,True
TMCC2,0.10480418771587445,0.1421841662976183,1.9121201269911468,4899.0,346,True,True
AC093422.2,0.0010090702046559323,0.0010348815414657575,1.1664032441567607,9390.0,197,False,True
NUAK2,0.005040879515725795,0.005712033397425896,2.227430490964972,3849.0,339,False,True
KLHDC8A,0.021081667613963823,0.03345954385623758,0.9328208494539408,16413.0,139,False,False
LEMD1-AS1,0.0005624162834419081,0.0005730306078655637,0.8627098048003011,10123.0,131,False,False
LEMD1,0.004515725795232777,0.005773194376156387,1.0098052079908992,12271.0,140,False,False
BLACAT1,0.0029357931261998547,0.003097093070708322,0.8720779101388477,10211.0,109,False,False
LEMD1-DT,0.0009265957319957233,0.0009456109890631247,0.8961897005120081,9350.0,119,False,False
CDK18,0.4159788825603256,1.1274052061084676,3.3838438676033817,1381.5,346,True,True
MFSD4A,0.17368825841736454,0.33109856635488805,1.3448232585315703,9769.5,216,False,True
ELK4,0.14520723947009653,0.1999987112890855,1.263844840744358,12968.0,345,False,True
SLC45A3,0.04059830758407428,0.049336924731093315,2.498128568266042,2971.0,339,False,True
NUCKS1,0.8234872393111096,1.7895351909881747,1.614115665941332,8311.0,346,True,True
RAB29,0.03467703791440938,0.03917821672302549,1.482990110779848,8686.0,336,False,True
AC119673.1,0.0002941258302099025,0.0003298115444984893,0.4864587678755458,14611.0,69,False,False
SLC41A1,0.04709789223070594,0.05367267863208674,1.4738560718135019,9000.0,337,False,True
AC119673.2,0.2659056492032767,0.7655608771446804,1.2778586934743839,13448.0,327,False,True
PM20D1,0.011017297778555047,0.012553361965120108,0.8760549647303428,14487.0,95,False,False
SLC26A9,0.0028975368949056613,0.009821970099922568,1.9227363926008534,4992.0,316,False,True
AL713965.1,5.962010071822348e-06,5.961977488372404e-06,0.024881790360424663,13445.0,4,False,False
RAB7B,0.010312786921734707,0.012399465546200578,1.6131766919084387,7118.5,308,False,True
CTSE,0.0001147686938825802,0.00011873025439994746,0.2841929748418596,12083.5,40,False,False
RHEX,0.0026645216679319376,0.0038816233221501896,1.1352799943968974,9773.5,174,False,True
AVPR1B,0.00022655638272924922,0.00024041653121609376,0.36029668608437126,14519.0,40,False,False
AC244035.1,0.0011844526676020397,0.0011979553598450022,0.8931781534208854,10783.0,118,False,False
AC244035.4,0.00032940105646818473,0.00033426105921101936,0.5626520055625008,11494.5,66,False,False
AC244035.2,2.8319547841156152e-05,2.8318759914093882e-05,0.09499276713281032,15926.5,10,False,False
FAM72A,0.001548632116155855,0.0016118167663202658,1.525065629545152,6108.0,255,False,True
SRGAP2,0.6386609524112357,2.1219128589459917,5.129205563490827,516.5,346,True,True
IKBKE,0.008120257717822038,0.00932025723495647,1.7598381504453726,5429.5,314,False,True
C1orf147,0.0010130448780371474,0.0010467975302826458,1.0222357363288375,10133.0,165,False,True
AC244034.2,0.00020916718668643404,0.0002121045461911453,0.5294843153814753,10639.0,79,False,False
RASSF5,0.09947564121418323,0.1718650054138042,1.010424380272238,14793.0,138,False,False
EIF2D,0.08858205514461849,0.10639979353642114,1.151902299598557,15112.5,316,False,True
AL591846.2,0.00014060407086047703,0.0001415780400418466,0.34047610596840644,12913.0,47,False,False
DYRK3,0.02628898657752799,0.03420306062582842,0.9631466897252979,17090.5,158,False,False
MAPKAPK2,0.06831072406624986,0.08962287879103562,1.7378163165710854,6296.0,346,True,True
IL10,0.0005485049266076561,0.0006684382708378632,1.4218439044542148,5918.0,223,False,True
IL19,0.002464297496353237,0.0025794535538906193,1.1280308047288767,10531.0,175,False,True
IL20,2.186070359668194e-05,2.28539054062251e-05,0.07993903792788025,13537.0,12,False,False
IL24,2.981005035911174e-05,2.9809176530226877e-05,0.10040341319437629,14129.0,13,False,False
FCMR,0.000588251660419805,0.0006544817247080623,1.4547921543853641,5637.0,217,False,True
PIGR,0.00020668301582317473,0.00020862773829814416,0.5637996371924358,9950.0,82,False,False
FCAMR,6.657577913534956e-05,6.657137987591848e-05,0.1981186644210335,13711.5,24,False,False
C1orf116,0.0007283588971076302,0.000773537518628498,0.7805251520915782,10710.5,102,False,False
PFKFB2,0.08874501675324831,0.14941961112891763,2.0979400636283,4348.0,344,False,True
YOD1,0.048317620124566266,0.05745694463990179,1.4793525420198248,9381.0,337,False,True
C4BPB,0.0011233420643658608,0.0012035615692577806,1.0350763508625749,9524.0,168,False,True
C4BPA,0.00832594706529991,0.009753095044465114,0.9861499951047972,14113.0,149,False,False
AL445493.3,0.0014373412614818377,0.0014660797586828868,1.1017864046155512,9133.5,170,False,True
AL445493.2,0.0011273167377470756,0.0011876539221957493,0.9270584922479526,12172.0,143,False,False
AL596218.1,0.024332453605624957,0.031869601873963746,1.2057638844212706,13026.0,268,False,True
CD55,0.2811286482533298,0.6480311523519434,3.248312390442617,1760.5,346,True,True
AL391597.1,0.0004953436701339068,0.0005109972521881339,0.8333420183478724,10751.0,123,False,False
CR2,0.002005719554995568,0.0024140702067560475,1.4023821866262258,6951.0,232,False,True
CR1,0.0194614913769461,0.03200442079353829,2.9355533689712607,2050.0,339,False,True
AL137789.1,0.0014388317639997933,0.0016056859436158822,1.6919547426885853,5528.0,273,False,True
CR1L,0.005981883438728423,0.006940765971313971,1.4115895598591277,9508.0,281,False,True
AL137789.2,0.00013712623165191402,0.0001440631780411434,0.25136623366984817,13849.0,24,False,False
CD46,0.5488705965587278,1.0789608472876662,1.2986163051832305,12613.0,345,False,True
